"name","address","gmap_id","description","category","avg_rating","num_of_reviews","price","hours","MISC","state"
"Natalie Quilter Photography","","0x89acedcc16ff5483:0xa7680f9115146b40","","['Photographer', 'Commercial photographer', 'Service establishment', 'Wedding photographer']","5.0","8","","[['Friday', '9AM–6PM'], ['Saturday', '10AM–4PM'], ['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM'], ['Thursday', '9AM–6PM']]","","Closed ⋅ Opens 10AM Sat"
"Glassupply.com","","0x549041c7f372e28d:0x7bfd0a2c2b632a8","","['Glass & mirror shop', 'Service establishment']","4.3","15","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","","Open 24 hours"
"Tiny Toes and Tiaras","","0x8713452524723923:0x5da8acece02c95d","","[""Children's clothing store"", 'Baby clothing store', 'Baby store', ""Children's furniture store"", 'Service establishment', 'Wedding store']","4.8","16","","[['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM']]","{'From the business': ['Identifies as women-led'], 'Payments': ['Checks', 'Debit cards', 'NFC mobile payments', 'Credit cards']}","Closed ⋅ Opens 10AM"
"ACDSupply.com","","0x88347d5e0ee367d5:0x703cc2ae676e108a","","['Distribution service', 'Electrical supply store', 'Service establishment', 'Lighting store', 'Welding supply store']","5.0","1","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","","Open 24 hours"
"Brighton West Video","","0x5495a08dcc140d27:0xe1521381eb50df2e","","['Video production service', 'Service establishment']","5.0","18","","[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', '9AM–12PM'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']]","","Closed ⋅ Opens 8AM"
"Joe's Vintage Guitars - We Buy Guitars Nationwide","","0x80ea57b44d3c0ebd:0x8d1f8d9060c71c8a","","['Guitar store', 'Service establishment']","5.0","8","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","","Open 24 hours"
"Online Meditation Events","","0x89c289494d882101:0xd0d858199943326b","","['Mediation service', 'Service establishment']","5.0","27","","[['Thursday', '10AM–10PM'], ['Friday', '10AM–10PM'], ['Saturday', '10AM–10PM'], ['Sunday', '10AM–4PM'], ['Monday', '10AM–10PM'], ['Tuesday', '10AM–10PM'], ['Wednesday', '10AM–10PM']]","","Closed ⋅ Opens 10AM"
"Dream Team on the Move","","0x89b7c473e68734d5:0x2036dd1400bda21e","","['Mover', 'Automobile storage facility', 'Service establishment', 'Piano moving service']","4.9","27","","[['Thursday', '6AM–8PM'], ['Friday', '6AM–8PM'], ['Saturday', '6AM–8PM'], ['Sunday', '6AM–8PM'], ['Monday', '6AM–8PM'], ['Tuesday', '6AM–8PM'], ['Wednesday', '6AM–8PM']]","","Closed ⋅ Opens 6AM"
"MacKenzie Construction LLC","","0x4cb447e4375716bd:0xf95aa2193fa62e82","","['Construction company', 'Service establishment']","5.0","1","","[['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', '8AM–6PM'], ['Sunday', '8AM–6PM'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM']]","","Closed ⋅ Opens 8AM"
"Goodshuffle","","0x89b7b7ea1da115c1:0x3983023571086bfa","","['Software company', 'Service establishment', 'Event technology service', 'Furniture rental service', 'Party equipment rental service']","4.8","44","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","","Open 24 hours"
"Weekender Productions, LLC","","0x7c006b325bea22f1:0xcac7ea5158cc9cae","","['Travel agency', 'Coaching center', 'Service establishment', 'Life coach', 'Marketing agency', 'Photography class', 'Video production service']","5.0","5","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","{'From the business': ['Identifies as women-led']}","Open 24 hours"
"Chester Electrical Services","","0x89b109b4954eae49:0x829184329b37c9f8","","['Electrician', 'Air conditioning repair service', 'Service establishment', 'HVAC contractor']","4.8","4","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","","Open 24 hours"
"Global Background Screening","","0x885a62ae3b655555:0xbf06b40860556851","","['Human resource consulting', 'Service establishment', 'Internet shop', 'Legal services']","5.0","8","","[['Wednesday', '8:30AM–8PM'], ['Thursday', '8:30AM–8PM'], ['Friday', '8:30AM–8PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8:30AM–8PM'], ['Tuesday', '8:30AM–8PM']]","","Open ⋅ Closes 8PM"
"Nosegay Flowers","","0x89b7b7b7791f80d1:0x3613c6e41f6e7a47","Veteran florist offering custom arrangements, blooming plants & gourmet gift baskets, plus delivery.","['Florist', 'Service establishment']","4.0","48","","[['Wednesday', '10AM–3PM'], ['Thursday', '10AM–3PM'], ['Friday', '10AM–3PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '10AM–3PM'], ['Tuesday', '10AM–3PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Delivery'], 'Highlights': ['LGBTQ friendly'], 'Payments': ['Debit cards']}","Open ⋅ Closes 3PM"
"Foundation For Jewish Camp","","0x89c259a98a9fc137:0xc6a0da6b1430cff3","","['Religious organization', 'Service establishment', 'Non-profit organization']","5.0","2","","[['Wednesday', '9AM–5:30PM'], ['Thursday', '9AM–5:30PM'], ['Friday', '8:30AM–2PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5:30PM'], ['Tuesday', '9AM–5:30PM']]","","Opens soon ⋅ 9AM"
"Whitney McDuff Consulting","","0x88fe7b02ae89fe55:0xabc420658971d795","","['Consultant', 'Service establishment', 'Public relations firm']","5.0","38","","[['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM']]","","Closed ⋅ Opens 9AM"
"Rosy","","0x89b7b83d731bfd1b:0xceb0cfe53a6ee36d","","['Property management company', 'Service establishment']","2.3","3","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","","Open 24 hours"
"The Magic Lex The Illusionist","","0x80c2c124e313942f:0x7c42788e419da703","","['Magician', 'Service establishment']","4.7","18","","[['Wednesday', '10AM–8PM'], ['Thursday', '10AM–8PM'], ['Friday', '10AM–11PM'], ['Saturday', '10AM–11PM'], ['Sunday', '10AM–8PM'], ['Monday', '10AM–8PM'], ['Tuesday', '10AM–8PM']]","","Closed ⋅ Opens 10AM"
"Medford Marketplace","","0x89c1373207d8bd5b:0xd049f01d65909f06","","['Italian grocery store', 'Service establishment']","4.6","18","","","{'Service options': ['Delivery'], 'Highlights': ['LGBTQ friendly'], 'Offerings': ['Organic products'], 'Payments': ['Checks', 'Debit cards']}",""
"Lovely Events","","0x54901502aae94081:0xf123a816b2ecc9e5","","['Wedding planner', 'Service establishment']","5.0","3","","[['Wednesday', '10AM–7PM'], ['Thursday', '12–8PM'], ['Friday', '12–8PM'], ['Saturday', '10AM–10PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '6–9PM']]","","Closed ⋅ Opens 10AM"
"Adriana Madeira","","0x89c2f7a2f484abcf:0xb06fa06e6a2b3d2b","","['Real estate consultant', 'Service establishment']","4.8","17","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","","Open 24 hours"
"Walker Insurance Solutions Expertise LLC","","0x89e7d77798c16abf:0x5d0688d857cce0e4","","['Insurance broker', 'Service establishment']","5.0","57","","[['Wednesday', '9AM–6:30PM'], ['Thursday', '9AM–6:30PM'], ['Friday', '9AM–6:30PM'], ['Saturday', '10AM–2PM'], ['Sunday', 'Closed'], ['Monday', '9AM–6:30PM'], ['Tuesday', '9AM–6:30PM']]","","Closed ⋅ Opens 9AM"
"Peak Marketing Communications, LLC","","0x89d3692ead8b20ef:0x4e9333acc3adceb4","","['Marketing consultant', 'Service establishment']","5.0","1","","","",""
"Southern Hippie","","0x8644ca7fae96975b:0xdf67c61ba3d3f61c","Women's boutique featuring trendy designer casualwear & accessories, plus home decor.","['Clothing store', 'Service establishment', 'Fashion accessories store', ""Women's clothing store""]","4.4","18","","","{'From the business': ['Identifies as women-led'], 'Payments': ['Debit cards', 'Credit cards']}",""
"McGRAPHIX Advertising Products","","0x89b8da76629bffdf:0x9e6d505b8982b9d8","","['Sign shop', 'Banner store', 'Commercial printer', 'Embroidery shop', 'Service establishment', 'Graphic designer', 'Promotional products supplier']","4.0","2","","[['Tuesday', '9AM–9PM'], ['Wednesday', '9AM–9PM'], ['Thursday', '9AM–9PM'], ['Friday', '9AM–9PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–9PM']]","{'Payments': ['Checks', 'Credit cards']}","Open ⋅ Closes 9PM"
"EVERAGE AUTO SALES ANGOLA","","0x88163997e42988eb:0xc36c9193f4629f2a","","['Used car dealer', 'Service establishment']","3.9","78","","[['Tuesday', '9:30AM–5PM'], ['Wednesday', '9:30AM–5PM'], ['Thursday', '9:30AM–5PM'], ['Friday', '9:30AM–5PM'], ['Saturday', '9:30AM–12PM'], ['Sunday', 'Closed'], ['Monday', '9:30AM–5PM']]","{'Payments': ['Checks', 'Debit cards', 'Credit cards']}","Closes soon ⋅ 5PM ⋅ Opens 9:30AM Wed"
"Charm-Lite Inc","","0x88153d887960e093:0xb77c1aa1acef53c8","","['Landscape lighting designer', 'Service establishment', 'Manufacturer']","4.9","18","","[['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–12PM'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Online estimates'], 'Health & safety': ['Appointment required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits']}","Open ⋅ Closes 5PM"
"GiftBasketsOverseas.com","","0x89e39e0f3ffc4c45:0x732a909a6231b4f1","","['Gift basket store', 'Service establishment']","4.7","85","","[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]","{'Payments': ['Checks', 'Debit cards', 'Credit cards']}","Open 24 hours"
"Light Arrow Marketing, LLC.","","0x89b16d5a615ce46b:0x61c21d0c50ec99c1","","['Marketing agency', 'Service establishment']","5.0","1","","[['Tuesday', '12–9PM'], ['Wednesday', '12–9PM'], ['Thursday', '12–9PM'], ['Friday', '12–9PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '12–9PM']]","{'From the business': ['Identifies as women-led']}","Closed ⋅ Opens 12PM"
"National Pedicabs","","0x89b7b7e03c5f14a9:0xa6249ec751b0a2aa","","['Transportation service', 'Advertising agency', 'Service establishment', 'Event planner', 'Tour operator']","5.0","4","","[['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM'], ['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM'], ['Sunday', '10AM–8PM'], ['Monday', '10AM–8PM']]","","Closed ⋅ Opens 10AM"
"Offroad Armor","","0x87d9535df24a11b7:0x3486d42dd1d5c83b","","['Outdoor sports store', 'Service establishment', 'Store', 'Truck accessories store']","4.9","75","","[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]","{'Payments': ['Debit cards', 'Credit cards']}","Open 24 hours"
"Swipe It","","0x89e4882b4187179f:0xa83c8f1008875937","","['Marketing consultant', 'Service establishment']","5.0","2","","[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]","{'Health & safety': ['Appointment required', 'Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits']}","Open 24 hours"
"Fish Print Shop","","0x880a5bea8e75f4a3:0x426a54ad211cdd51","","['Gift shop', 'Service establishment', 'Fishing charter', 'Fishing store']","4.9","37","","[['Tuesday', '7AM–10PM'], ['Wednesday', '7AM–10PM'], ['Thursday', '7AM–10PM'], ['Friday', '7AM–10PM'], ['Saturday', '8AM–10PM'], ['Sunday', '8AM–5PM'], ['Monday', '7AM–10PM']]","","Closed ⋅ Opens 7AM"
"Bes Vinyl","","0x80857fc817501af9:0xf2d49a60e0814520","","['Record store', 'Service establishment']","4.6","127","","","",""
"Jaspid Studio","","0x88d9c13ea2ca693b:0x37f6eab67367820e","","['Architectural designer', 'Service establishment', 'Interior designer']","5.0","16","","[['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–5PM'], ['Sunday', 'Closed']]","{'From the business': ['Identifies as women-led']}","Open ⋅ Closes 5PM"
"endQuote.net Transcription Service","","0x87b6ed7de0549b7f:0x81d368a25a913d1f","","['Transcription service', 'Service establishment']","5.0","38","","[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","","Open 24 hours"
"Hook Line & Threader, Inc.","","0x89ac44a973108931:0x34ddf955c9c2692f","","['Fishing store', 'Service establishment']","4.9","8","","[['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'From the business': ['Identifies as women-led']}","Closed ⋅ Opens 9AM"
"Heather East Photography","","0x80dcaa001440e98f:0xc152a1a0a996d34","","['Wedding photographer', 'Service establishment', 'Photographer', 'Photography service', 'Photography studio', 'Wedding service']","5.0","15","","[['Monday', 'Closed'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM'], ['Thursday', '10AM–8PM'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","{'From the business': ['Identifies as women-led'], 'Highlights': ['LGBTQ friendly']}","Closed ⋅ Opens 10AM Tue"
"Very Bright Design","","0x88e77afe9c81d985:0xed15a15d8127ba03","","['Website designer', 'Service establishment', 'Internet marketing service', 'Marketing agency']","5.0","8","","[['Monday', '8AM–11PM'], ['Tuesday', '8AM–11PM'], ['Wednesday', '8AM–11PM'], ['Thursday', '8AM–11PM'], ['Friday', '8AM–11PM'], ['Saturday', '9AM–9PM'], ['Sunday', '9AM–9PM']]","","Closed ⋅ Opens 8AM"
"DC Bar and Restaurant Workers Alliance","","0x89b7b9e2a8f31509:0x81d0ce4e79365ff0","","['Non-profit organization', 'Service establishment']","5.0","3","","[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","{'Highlights': ['LGBTQ friendly']}","Open 24 hours"
"Amos Moses Photography","","0x8859db7a79786155:0x6b1d71e14f5b41a","","['Commercial photographer', 'Service establishment']","5.0","1","","","",""
"5 Star Inspections","","0x86e741c8c1e01733:0xaed5b7811e33eef6","","['Home inspector', 'Service establishment']","4.5","8","","[['Sunday', 'Closed'], ['Monday', '7AM–7PM'], ['Tuesday', '7AM–7PM'], ['Wednesday', '7AM–7PM'], ['Thursday', '7AM–7PM'], ['Friday', '7AM–7PM'], ['Saturday', 'Closed']]","","Closed ⋅ Opens 7AM Mon"
"Weiser Technik","","0x808e474fa6e55555:0xc4dd291d80a60957","","['Motorcycle parts store', 'Service establishment', 'Lighting manufacturer', 'Lighting store', 'Motorcycle shop']","5.0","2","","","",""
"Chamberlin Pony Rides & Mobile Petting Zoo","","0x883cb52cd5a96877:0x72a687ad79cbffd7","","['Party planner', ""Children's party service"", 'Entertainment agency', 'Service establishment']","4.7","148","","[['Sunday', '9AM–9PM'], ['Monday', '9AM–9PM'], ['Tuesday', '9AM–9PM'], ['Wednesday', '9AM–9PM'], ['Thursday', '9AM–9PM'], ['Friday', '9AM–9PM'], ['Saturday', '9AM–9PM']]","","Open ⋅ Closes 9PM"
"The Sauna Life w/ Julie Bishop","","0x884045fdaa9d3fc1:0x544aee405a07bfdc","","['Sauna store', 'Service establishment']","5.0","98","","[['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM'], ['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', 'Closed']]","{'Payments': ['Debit cards']}","Closed ⋅ Opens 9AM Mon"
"MicroHawaii","","0x7eaad57802937135:0x4683ec3ad3cd7afd","","['Website designer', 'Service establishment']","5.0","1","","[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","","Open 24 hours"
"Sacramento Spice","","0x809ae58ab4945205:0xc60e2b1a81cc9edd","","['Cooking class', 'Service establishment']","5.0","58","","[['Sunday', '10AM–7PM'], ['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM']]","{'From the business': ['Identifies as women-led']}","Closed ⋅ Opens 10AM"
"COCO HAUS Productions","","0x80c2b95089dfb68d:0x3e5fd32d3451f7f5","","['Photography service', 'Service establishment']","5.0","13","","","{'From the business': ['Identifies as women-led']}",""
"DF Kit Car, LLC","","0x864eebd7d39c070f:0xb7febf9896d7ada9","","['Auto parts manufacturer', 'Car manufacturer', 'Service establishment']","5.0","18","","[['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed']]","","Closed ⋅ Opens 8AM Mon"
"Inspector Media","","0x876bf5cb2c738b0f:0xf829facca0c36b67","","['Marketing agency', 'Service establishment']","4.9","48","","[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","","Open 24 hours"
"Twine","","0x88f507c8b4105985:0x9ac569335ea00b34","","['Software company', 'Service establishment']","4.9","8","","","",""
"Ayden Construction, LLC","","0x89b7c9f56020dd7f:0xcaa4696cec05f487","","['Remodeler', 'Service establishment']","4.9","48","","[['Sunday', 'Closed'], ['Monday', '8AM–4PM'], ['Tuesday', '8AM–4PM'], ['Wednesday', '8AM–4PM'], ['Thursday', '8AM–4PM'], ['Friday', '8AM–4PM'], ['Saturday', 'Closed']]","{'Health & safety': ['Appointment required', 'Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits']}","Closed ⋅ Opens 8AM Mon"
